"","created_on","l5","bedrooms","bathrooms","surface_total","surface_covered","price","property_type"
"88616","2021-03-09","San Borja",3,4,115,115,215000,"Departamento"
"88648","2021-03-09","San Isidro",3,4,160,160,320000,"Departamento"
"88663","2021-03-09","Santiago de Surco",3,2,75,75,90000,"Departamento"
"89237","2020-11-27","Villa María del Triunfo",1,1,213,213,180000,"Casa"
"89264","2020-11-27","Rímac",2,1,62,62,63860,"Departamento"
"89372","2020-11-27","San Miguel",2,2,63,63,82000,"Departamento"
"89488","2020-11-27","Rímac",3,2,68,68,70493,"Departamento"
"89489","2020-11-27","Rímac",3,2,68,68,70287,"Departamento"
"89490","2020-11-27","Rímac",3,2,69,69,70699,"Departamento"
"89491","2020-11-27","Rímac",3,2,67,67,68649,"Departamento"
"89492","2020-11-27","Rímac",3,2,80,80,82070,"Departamento"
"89564","2020-11-27","Miraflores",3,3,120,120,258000,"Departamento"
"89575","2020-11-27","Miraflores",3,3,106,160,330000,"Departamento"
"89618","2020-11-27","San Isidro",3,4,395,415,780000,"Departamento"
"89621","2020-11-27","San Miguel",3,2,78,78,122000,"Departamento"
"89643","2020-11-27","La Victoria",3,3,109,109,119900,"Departamento"
"89647","2020-11-27","Santa Anita",3,2,140,100,95000,"Casa"
"89650","2020-11-27","Lima Cercado",3,2,80,80,85000,"Casa"
"89687","2020-11-27","Jesús María",3,3,120,120,172000,"Departamento"
"89697","2020-11-27","Magdalena Del Mar",3,2,88,88,150000,"Departamento"
"89726","2020-11-27","Santiago de Surco",3,2,114,114,198000,"Departamento"
"89732","2020-11-27","Santiago de Surco",3,3,171,249,360000,"Departamento"
"89734","2020-11-27","Santiago de Surco",3,3,127,127,215500,"Departamento"
"89736","2020-11-27","Santiago de Surco",3,3,132,134,240000,"Departamento"
"89738","2020-11-27","Santiago de Surco",3,3,138,138,260000,"Departamento"
"89750","2020-11-27","Santiago de Surco",3,3,137,164,263000,"Departamento"
"89797","2020-11-27","Ate",4,3,310,170,365000,"Casa"
"89805","2020-11-27","La Molina",4,4,1000,1000,895000,"Casa"
"89808","2020-11-27","La Molina",4,5,188,188,310000,"Departamento"
"89873","2020-11-27","Chorrillos",5,5,170,300,290000,"Casa"
"89935","2020-11-27","San Martín de Porres",9,3,320,160,309000,"Casa"
"90124","2021-04-02","San Juan de Lurigancho",0,1,88,88,70000,"Departamento"
"90128","2021-04-02","Surquillo",3,2,114,114,215000,"Departamento"
"90131","2021-04-02","San Juan de Miraflores",3,2,147,200,280000,"Casa"
"90323","2020-10-03","Miraflores",1,2,61,61,141900,"Departamento"
"90324","2020-10-03","Miraflores",1,2,69,69,160600,"Departamento"
"90327","2020-10-03","Miraflores",1,2,69,69,160600,"Departamento"
"90328","2020-10-03","Miraflores",1,2,61,61,141900,"Departamento"
"90340","2020-10-03","Barranco",2,2,70,102,187100,"Departamento"
"90342","2020-10-03","Miraflores",2,2,71,71,163800,"Departamento"
"90343","2020-10-03","Miraflores",2,2,70,70,176100,"Departamento"
"90344","2020-10-03","Miraflores",2,2,97,138,292000,"Departamento"
"90345","2020-10-03","Miraflores",2,2,97,142,296400,"Departamento"
"90346","2020-10-03","Miraflores",2,2,61,61,139900,"Departamento"
"90347","2020-10-03","Miraflores",2,2,71,71,163500,"Departamento"
"90348","2020-10-03","Miraflores",2,2,71,71,178100,"Departamento"
"90349","2020-10-03","Miraflores",2,2,70,70,161100,"Departamento"
"90350","2020-10-03","Miraflores",2,2,71,71,162300,"Departamento"
"90352","2020-10-03","San Isidro",2,2,96,140,292300,"Departamento"
"90353","2020-10-03","San Isidro",2,2,83,120,251500,"Departamento"
"90354","2020-10-03","Miraflores",2,2,70,70,176100,"Departamento"
"90355","2020-10-03","Miraflores",2,2,71,71,162300,"Departamento"
"90356","2020-10-03","Miraflores",2,2,97,138,292000,"Departamento"
"90357","2020-10-03","Miraflores",2,2,61,61,139900,"Departamento"
"90358","2020-10-03","Barranco",2,2,70,102,187100,"Departamento"
"90359","2020-10-03","Miraflores",2,2,71,71,163800,"Departamento"
"90360","2020-10-03","Miraflores",2,2,71,71,178100,"Departamento"
"90361","2020-10-03","Miraflores",2,2,70,70,161100,"Departamento"
"90362","2020-10-03","Miraflores",2,2,71,71,163500,"Departamento"
"90363","2020-10-03","Miraflores",2,2,97,142,296400,"Departamento"
"90364","2020-10-03","San Isidro",2,2,83,120,251500,"Departamento"
"90365","2020-10-03","San Isidro",2,2,96,140,292300,"Departamento"
"90395","2020-10-03","Miraflores",3,4,185,185,365000,"Departamento"
"90396","2020-10-03","Pachacamac",3,2,1023,1023,250000,"Casa"
"90397","2020-10-03","San Isidro",3,2,220,340,570000,"Departamento"
"90399","2020-10-03","San Borja",3,2,95,95,234000,"Departamento"
"90400","2020-10-03","Jesús María",3,3,90,90,150000,"Departamento"
"90406","2020-10-03","La Molina",4,5,435,450,715000,"Casa"
"90415","2020-10-03","San Martín de Porres",7,2,256,128,310000,"Casa"
"90416","2020-10-03","Lurín",10,5,305,305,320000,"Casa"
"90417","2020-10-03","Lurín",10,5,305,305,315000,"Casa"
"90418","2020-10-03","Los Olivos",17,8,896,298,761000,"Casa"
"90508","2021-04-09","Miraflores",2,1,90,90,160000,"Departamento"
"90718","2021-04-04","San Juan de Miraflores",2,2,78,78,79000,"Departamento"
"90721","2021-04-04","Carabayllo",5,3,180,90,74000,"Casa"
"90723","2021-04-04","San Martín de Porres",6,4,240,120,145000,"Casa"
"90724","2021-04-04","Lurigancho",5,8,1200,5000,2500000,"Casa"
"90854","2021-06-21","San Isidro",0,3,290,301,779990,"Casa"
"90914","2021-06-21","Santiago de Surco",0,4,165,211,377000,"Departamento"
"90954","2021-06-21","Breña",1,1,30,30,28000,"Departamento"
"90958","2021-06-21","Barranco",1,2,38,38,120000,"Departamento"
"90969","2021-06-21","San Borja",1,2,69,69,139000,"Departamento"
"90970","2021-06-21","Surquillo",1,1,39,39,72000,"Departamento"
"90981","2021-06-21","Miraflores",1,2,70,70,168000,"Departamento"
"90982","2021-06-21","Miraflores",1,2,70,70,165000,"Departamento"
"90983","2021-06-21","Miraflores",1,2,70,70,185000,"Departamento"
"90984","2021-06-21","Miraflores",1,2,70,70,168000,"Departamento"
"90986","2021-06-21","Miraflores",1,2,70,70,168000,"Departamento"
"90987","2021-06-21","Miraflores",1,2,70,70,165000,"Departamento"
"90990","2021-06-21","La Victoria",1,1,40,40,108000,"Departamento"
"90991","2021-06-21","La Victoria",1,1,31,31,69000,"Departamento"
"91000","2021-06-21","Pueblo Libre",1,1,68,68,85000,"Departamento"
"91010","2021-06-21","Magdalena Del Mar",1,2,46,46,77000,"Departamento"
"91022","2021-06-21","Comas",2,1,53,53,38000,"Departamento"
"91027","2021-06-21","Rímac",2,1,65,65,55000,"Departamento"
"91031","2021-06-21","Barranco",2,2,56,56,138000,"Departamento"
"91035","2021-06-21","Surquillo",2,2,55,65,115000,"Departamento"
"91036","2021-06-21","Surquillo",2,2,63,63,116000,"Departamento"
"91037","2021-06-21","Surquillo",2,2,70,70,144900,"Departamento"
"91050","2021-06-21","Chorrillos",2,2,73,73,95950,"Departamento"
"91051","2021-06-21","Chorrillos",2,2,47,47,62000,"Departamento"
"91052","2021-06-21","Chorrillos",2,2,62,62,70000,"Departamento"
"91057","2021-06-21","Lurigancho",2,1,160,714,320000,"Casa"
"91058","2021-06-21","Miraflores",2,2,82,82,165000,"Departamento"
"91059","2021-06-21","Miraflores",2,2,80,80,192000,"Departamento"
"91060","2021-06-21","Miraflores",2,3,80,80,192000,"Departamento"
"91061","2021-06-21","Miraflores",2,2,80,80,160000,"Departamento"
"91062","2021-06-21","Miraflores",2,3,88,88,205000,"Departamento"
"91063","2021-06-21","Miraflores",2,2,80,80,192000,"Departamento"
"91066","2021-06-21","Miraflores",2,1,70,69,80000,"Departamento"
"91067","2021-06-21","Miraflores",2,1,85,85,178000,"Departamento"
"91069","2021-06-21","Miraflores",2,2,80,80,192000,"Departamento"
"91070","2021-06-21","Miraflores",2,3,83,83,240000,"Departamento"
"91071","2021-06-21","Miraflores",2,3,96,96,220000,"Departamento"
"91072","2021-06-21","Miraflores",2,3,89,89,192000,"Departamento"
"91081","2021-06-21","San Miguel",2,2,60,60,89000,"Departamento"
"91086","2021-06-21","La Victoria",2,1,87,87,70000,"Departamento"
"91087","2021-06-21","La Victoria",2,1,74,74,60000,"Departamento"
"91088","2021-06-21","La Victoria",2,3,80,40,134000,"Departamento"
"91090","2021-06-21","Lima Cercado",2,2,69,75,72000,"Departamento"
"91100","2021-06-21","Pueblo Libre",2,2,84,84,112000,"Departamento"
"91103","2021-06-21","Jesús María",2,2,77,77,150000,"Departamento"
"91104","2021-06-21","Magdalena Del Mar",2,2,129,129,200000,"Departamento"
"91107","2021-06-21","Magdalena Del Mar",2,1,51,51,95000,"Departamento"
"91108","2021-06-21","Magdalena Del Mar",2,2,93,143,270000,"Departamento"
"91111","2021-06-21","Santiago de Surco",2,2,56,56,147000,"Departamento"
"91112","2021-06-21","Santiago de Surco",2,1,66,66,120000,"Departamento"
"91113","2021-06-21","San Juan de Lurigancho",2,1,71,71,62000,"Departamento"
"91115","2021-06-21","San Juan de Lurigancho",2,1,78,78,59990,"Departamento"
"91116","2021-06-21","Villa María del Triunfo",2,2,80,200,120000,"Casa"
"91143","2021-06-21","Ate",3,2,119,119,125000,"Departamento"
"91144","2021-06-21","Comas",3,2,106,106,62000,"Departamento"
"91145","2021-06-21","Comas",3,2,106,106,50000,"Departamento"
"91148","2021-06-21","Lince",3,1,90,90,99000,"Departamento"
"91152","2021-06-21","Rímac",3,1,105,105,78000,"Departamento"
"91154","2021-06-21","Barranco",3,3,189,180,410000,"Casa"
"91155","2021-06-21","Barranco",3,2,80,80,115000,"Departamento"
"91156","2021-06-21","Barranco",3,2,103,103,205000,"Departamento"
"91158","2021-06-21","Barranco",3,2,85,85,148000,"Departamento"
"91161","2021-06-21","La Molina",3,3,120,137,169000,"Departamento"
"91163","2021-06-21","La Molina",3,2,92,92,165000,"Departamento"
"91164","2021-06-21","San Borja",3,3,141,141,265000,"Departamento"
"91166","2021-06-21","San Borja",3,2,136,136,200000,"Departamento"
"91167","2021-06-21","San Borja",3,3,102,102,190000,"Departamento"
"91168","2021-06-21","San Borja",3,3,124,124,225000,"Departamento"
"91169","2021-06-21","San Borja",3,3,135,166,340000,"Departamento"
"91171","2021-06-21","San Borja",3,3,112,112,169999,"Departamento"
"91193","2021-06-21","Carabayllo",3,1,90,153,130000,"Casa"
"91194","2021-06-21","Carabayllo",3,2,125,131,45500,"Departamento"
"91197","2021-06-21","Chorrillos",3,2,78,78,79000,"Departamento"
"91200","2021-06-21","Los Olivos",3,2,81,81,99000,"Departamento"
"91202","2021-06-21","Los Olivos",3,2,70,70,75000,"Departamento"
"91204","2021-06-21","Lurigancho",3,2,72,72,100000,"Departamento"
"91205","2021-06-21","Miraflores",3,4,116,116,260000,"Departamento"
"91207","2021-06-21","Miraflores",3,3,250,250,439000,"Departamento"
"91209","2021-06-21","Miraflores",3,2,106,106,250000,"Departamento"
"91210","2021-06-21","Miraflores",3,3,100,100,240000,"Departamento"
"91212","2021-06-21","Miraflores",3,2,128,128,165000,"Departamento"
"91213","2021-06-21","Miraflores",3,2,74,74,145000,"Departamento"
"91214","2021-06-21","Miraflores",3,3,170,170,408000,"Departamento"
"91215","2021-06-21","Miraflores",3,3,100,100,237000,"Departamento"
"91216","2021-06-21","Miraflores",3,4,251,251,405000,"Departamento"
"91217","2021-06-21","Miraflores",3,2,117,120,225000,"Departamento"
"91219","2021-06-21","Miraflores",3,2,102,102,130000,"Departamento"
"91220","2021-06-21","Miraflores",3,4,251,251,405000,"Departamento"
"91222","2021-06-21","Miraflores",3,3,101,101,237000,"Departamento"
"91224","2021-06-21","Miraflores",3,2,121,121,269000,"Departamento"
"91226","2021-06-21","Miraflores",3,2,105,105,200000,"Departamento"
"91228","2021-06-21","San Isidro",3,5,219,219,581463,"Departamento"
"91229","2021-06-21","San Isidro",3,5,203,203,537261,"Departamento"
"91230","2021-06-21","San Isidro",3,2,242,242,570000,"Departamento"
"91233","2021-06-21","San Isidro",3,3,137,137,295230,"Departamento"
"91235","2021-06-21","San Miguel",3,2,84,93,154900,"Departamento"
"91236","2021-06-21","San Miguel",3,3,125,125,190000,"Departamento"
"91239","2021-06-21","San Miguel",3,3,164,164,195000,"Departamento"
"91241","2021-06-21","San Miguel",3,3,121,121,140000,"Departamento"
"91242","2021-06-21","San Miguel",3,2,79,79,96000,"Departamento"
"91244","2021-06-21","San Miguel",3,2,64,64,82900,"Departamento"
"91245","2021-06-21","San Miguel",3,2,102,129,170000,"Departamento"
"91248","2021-06-21","San Miguel",3,3,81,81,110000,"Departamento"
"91249","2021-06-21","San Miguel",3,3,105,105,129700,"Departamento"
"91252","2021-06-21","La Victoria",3,2,69,69,109000,"Departamento"
"91253","2021-06-21","Lima Cercado",3,2,73,73,109000,"Departamento"
"91254","2021-06-21","Lima Cercado",3,1,86,80,71000,"Departamento"
"91255","2021-06-21","Pueblo Libre",3,2,117,175,230000,"Departamento"
"91256","2021-06-21","Pueblo Libre",3,2,74,74,145000,"Departamento"
"91257","2021-06-21","Pueblo Libre",3,2,85,85,132000,"Departamento"
"91258","2021-06-21","Pueblo Libre",3,2,77,77,140000,"Departamento"
"91259","2021-06-21","Pueblo Libre",3,2,98,98,125000,"Departamento"
"91263","2021-06-21","Pueblo Libre",3,3,100,100,160000,"Departamento"
"91264","2021-06-21","Jesús María",3,2,77,77,160000,"Departamento"
"91266","2021-06-21","Jesús María",3,2,80,80,108000,"Departamento"
"91267","2021-06-21","Jesús María",3,2,80,80,119900,"Departamento"
"91270","2021-06-21","Jesús María",3,2,110,110,165000,"Departamento"
"91271","2021-06-21","Punta Hermosa",3,3,92,92,168500,"Departamento"
"91272","2021-06-21","Magdalena Del Mar",3,2,77,77,105000,"Departamento"
"91273","2021-06-21","Magdalena Del Mar",3,2,76,76,138000,"Departamento"
"91274","2021-06-21","Magdalena Del Mar",3,2,73,73,124500,"Departamento"
"91276","2021-06-21","Magdalena Del Mar",3,3,84,168,190000,"Departamento"
"91277","2021-06-21","Magdalena Del Mar",3,2,99,117,180000,"Departamento"
"91280","2021-06-21","Magdalena Del Mar",3,2,100,100,180000,"Departamento"
"91283","2021-06-21","Santiago de Surco",3,2,82,82,155000,"Departamento"
"91284","2021-06-21","Santiago de Surco",3,3,127,144,226337,"Departamento"
"91285","2021-06-21","Santiago de Surco",3,3,144,144,226337,"Departamento"
"91286","2021-06-21","Santiago de Surco",3,5,247,247,350000,"Departamento"
"91287","2021-06-21","Santiago de Surco",3,3,182,182,320000,"Departamento"
"91288","2021-06-21","Santiago de Surco",3,2,110,147,180000,"Departamento"
"91289","2021-06-21","Santiago de Surco",3,2,126,126,220000,"Departamento"
"91290","2021-06-21","Santiago de Surco",3,2,79,79,173500,"Departamento"
"91292","2021-06-21","Santiago de Surco",3,2,84,84,130000,"Departamento"
"91293","2021-06-21","Santiago de Surco",3,3,109,109,185691,"Departamento"
"91297","2021-06-21","Santiago de Surco",3,2,86,86,105000,"Departamento"
"91298","2021-06-21","Santiago de Surco",3,3,80,87,136500,"Departamento"
"91300","2021-06-21","Santiago de Surco",3,3,109,109,185691,"Departamento"
"91301","2021-06-21","Santiago de Surco",3,2,73,73,93000,"Departamento"
"91303","2021-06-21","Santiago de Surco",3,1,67,67,85000,"Departamento"
"91304","2021-06-21","Santiago de Surco",3,3,233,307,550000,"Departamento"
"91306","2021-06-21","San Martín de Porres",3,2,59,59,70000,"Departamento"
"91309","2021-06-21","San Juan de Lurigancho",3,3,75,75,59990,"Departamento"
"91310","2021-06-21","San Juan de Miraflores",3,1,79,79,75000,"Departamento"
"91319","2021-06-21","La Molina",4,5,340,527,650000,"Casa"
"91320","2021-06-21","La Molina",4,4,216,160,423000,"Casa"
"91321","2021-06-21","La Molina",4,7,851,851,750000,"Casa"
"91322","2021-06-21","San Borja",4,4,164,195,320000,"Departamento"
"91325","2021-06-21","Carabayllo",4,5,360,120,260000,"Casa"
"91329","2021-06-21","Miraflores",4,5,200,200,500000,"Departamento"
"91332","2021-06-21","San Miguel",4,2,84,84,125000,"Departamento"
"91333","2021-06-21","La Victoria",4,3,148,148,152000,"Departamento"
"91334","2021-06-21","Santa Anita",4,2,89,89,83000,"Departamento"
"91335","2021-06-21","Jesús María",4,3,200,75,215000,"Casa"
"91337","2021-06-21","Puente Piedra",4,2,115,123,45000,"Departamento"
"91338","2021-06-21","Santiago de Surco",4,3,400,393,900000,"Casa"
"91341","2021-06-21","Santiago de Surco",4,4,162,262,450000,"Departamento"
"91342","2021-06-21","Santiago de Surco",4,4,134,198,340000,"Departamento"
"91343","2021-06-21","Villa el Salvador",4,2,240,140,100000,"Casa"
"91344","2021-06-21","San Martín de Porres",4,2,167,206,159000,"Casa"
"91345","2021-06-21","San Martín de Porres",4,3,300,101,135000,"Casa"
"91349","2021-06-21","Barranco",5,4,172,110,320000,"Casa"
"91350","2021-06-21","San Borja",5,3,393,304,620000,"Casa"
"91352","2021-06-21","Carabayllo",5,2,75,76,78000,"Casa"
"91353","2021-06-21","Carabayllo",5,3,193,120,115000,"Casa"
"91354","2021-06-21","Miraflores",5,6,380,360,864000,"Casa"
"91355","2021-06-21","Miraflores",5,4,374,374,920000,"Casa"
"91356","2021-06-21","Pachacamac",5,6,440,2190,575000,"Casa"
"91357","2021-06-21","Pachacamac",5,4,354,243,180000,"Casa"
"91358","2021-06-21","San Isidro",5,5,260,200,550000,"Casa"
"91360","2021-06-21","San Miguel",5,3,227,196,360000,"Casa"
"91362","2021-06-21","Punta Negra",5,7,235,351,340000,"Casa"
"91364","2021-06-21","Punta Negra",5,5,190,512,280000,"Casa"
"91365","2021-06-21","Santa Anita",5,2,180,90,50000,"Casa"
"91367","2021-06-21","Independencia",5,2,130,93,100000,"Casa"
"91368","2021-06-21","Santiago de Surco",5,6,402,283,1200000,"Casa"
"91369","2021-06-21","Santiago de Surco",5,6,720,2657,3188400,"Casa"
"91370","2021-06-21","Santiago de Surco",5,4,180,255,380000,"Departamento"
"91371","2021-06-21","San Juan de Lurigancho",5,3,203,90,130000,"Casa"
"91375","2021-06-21","La Molina",6,5,415,210,399999,"Casa"
"91376","2021-06-21","San Borja",6,4,264,264,249900,"Departamento"
"91377","2021-06-21","Los Olivos",6,3,224,152,220000,"Casa"
"91384","2021-06-21","Independencia",6,3,234,96,126990,"Casa"
"91387","2021-06-21","Punta Hermosa",6,4,177,90,246000,"Casa"
"91388","2021-06-21","San Juan de Lurigancho",6,6,258,159,290000,"Casa"
"91390","2021-06-21","La Molina",7,4,374,300,449900,"Casa"
"91392","2021-06-21","Santiago de Surco",7,6,125,178,580000,"Casa"
"91393","2021-06-21","Santiago de Surco",7,6,125,178,580000,"Casa"
"91394","2021-06-21","San Juan de Lurigancho",7,3,212,90,165000,"Casa"
"91396","2021-06-21","San Miguel",8,6,320,140,260000,"Casa"
"91397","2021-06-21","Lima Cercado",8,8,554,289,450000,"Casa"
"91398","2021-06-21","Punta Hermosa",8,8,300,160,299990,"Casa"
"91399","2021-06-21","San Martín de Porres",8,3,350,135,235000,"Casa"
"91400","2021-06-21","San Miguel",9,4,500,210,448000,"Casa"
"91402","2021-06-21","Los Olivos",10,3,360,160,309000,"Casa"
"91403","2021-06-21","San Juan de Lurigancho",10,7,270,90,115000,"Casa"
"91406","2021-06-21","San Juan de Lurigancho",11,4,422,160,346400,"Casa"
"91409","2021-06-21","Los Olivos",12,5,338,160,230000,"Casa"
"91410","2021-06-21","Lurigancho",12,13,300,121,240000,"Casa"
"91411","2021-06-21","Lince",13,10,400,200,650000,"Casa"
"91412","2021-06-21","San Juan de Lurigancho",13,12,546,201,500000,"Casa"
"91413","2021-06-21","San Juan de Lurigancho",13,8,410,229,180000,"Casa"
"91419","2020-10-01","Breña",2,1,53,53,65000,"Casa"
"91420","2020-10-01","Villa María del Triunfo",6,4,311,141,200000,"Casa"
"91421","2020-10-01","Chorrillos",3,1,100,171,140000,"Casa"
"91422","2020-10-01","San Borja",4,2,290,219,440000,"Casa"
"91448","2020-10-01","Lurín",3,3,224,331,195000,"Casa"
"91457","2020-10-01","La Molina",7,4,310,174,480000,"Casa"
"91458","2020-10-01","La Molina",3,2,63,63,87900,"Departamento"
